hs12,description
6909,"Ceramic ware for laboratory, chemical, other technical uses; ceramic troughs, tubs, similar receptacles used in agriculture; ceramic pots, jars and similar used in the conveyance or packing of goods"
690911,"Ceramic wares; for laboratory, chemical or other technical uses, of porcelain or china"
690912,"Ceramic wares; for laboratory, chemical or other technical uses, articles having a hardness equivalent to 9 or more on the Mohs scale"
690919,"Ceramic wares; for laboratory, chemical or other technical uses, other than articles having a hardness equivalent to 9 or more on the Mohs scale or of porcelain or china"
690990,"Ceramic wares; pots, jars and similar articles of a kind used for the conveyance or packing of goods and ceramic troughs, tubs and similar receptacles used in agriculture"
6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures"
691010,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures; of porcelain or china"
691090,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures; of other than porcelain or china"
6911,"Tableware, kitchenware, other household articles and toilet articles; of porcelain or china"
691110,Tableware and kitchenware; of porcelain or china
691190,"Household and toilet articles; n.e.c. in heading no. 6911, of porcelain or china"
6912,"Ceramic tableware, kitchenware, other household articles and toilet articles; other than of porcelain or china"
691200,"Ceramic tableware, kitchenware, other household articles and toilet articles; other than of porcelain or china"
6913,Statuettes and other ornamental ceramic articles
691310,"Ceramic statuettes and other ornamental ceramic articles, of porcelain or china"
691390,Ceramic statuettes and other ornamental ceramic articles; other than of porcelain or china
6914,Ceramic articles; n.e.c. in chapter 69
691410,Ceramic articles n.e.c. in chapter 69; of porcelain or china
691490,Ceramic articles n.e.c. in chapter 69; other than of porcelain or china
70,Glass and glassware
7001,"Glass; cullet and other waste and scrap of glass, glass in the mass"
700100,"Glass; cullet and other waste and scrap of glass, glass in the mass"
7002,"Glass in balls (other than microspheres of heading no. 7018), rods or tubes, unworked"
700210,"Glass; unworked, in balls (other than microspheres of heading no. 7018)"
700220,"Glass; unworked, in rods"
700231,"Glass; unworked, in tubes, of fused quartz or other fused silica"
700232,"Glass; unworked, tubes, of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6), (or 0.000005) per Kelvin within a temperature range of 0-300 degrees C"
700239,"Glass; unworked, in tubes, other than of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6, (or 0.000005) ) per Kelvin within a temperature range of 0-300 degrees C, not fused quartz or other fused silica"
7003,"Glass; cast glass and rolled glass in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
700312,"Glass; cast glass and rolled glass, non-wired sheets, coloured through the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer"
700319,"Glass; cast glass and rolled glass, non-wired sheets, (excluding those coloured throughout the mass (body tinted) opacified, flashed or having an absorbent or reflecting layer)"
700320,"Glass; cast glass and rolled glass, wired sheets, whether or not having an absorbent or reflecting layer but not otherwise worked"
700330,"Glass; cast glass and rolled glass, profiles, not otherwise worked"
7004,"Glass; drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
700420,"Glass; drawn and blown, in sheets, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
700490,"Glass; drawn and blown, in sheets, (other than glass coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer)"
7005,"Glass; float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
700510,"Glass; float glass and surface ground or polished glass, in sheets, non-wired, having an absorbent reflecting or non-reflecting layer"
700521,"Glass; float glass and surface ground or polished glass, in sheets, non-wired, coloured throughout the mass (body tinted), opacified, flashed or merely surface ground"
700529,"Glass; float glass and surface ground or polished glass, in sheets, non-wired, (other than coloured throughout the mass (body tinted), opacified, flashed or merely surface ground)"
700530,"Glass; float glass and surface ground or polished glass, in sheets, wired glass, whether or not having an absorbent or reflecting layer"
7006,"Glass of heading no. 7003, 7004 or 7005, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, not framed or fitted with other materials"
700600,"Glass of heading no. 7003, 7004 or 7005; bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials"
7007,"Safety glass, consisting of toughened (tempered) or laminated glass"
700711,"Glass; safety glass, toughened (tempered), of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels"
700719,"Glass; safety glass, toughened (tempered), (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)"
700721,"Glass; safety glass, laminated, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels"
700729,"Glass; safety glass, laminated, (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)"
7008,Glass; multiple-walled insulating units of glass
700800,Glass; multiple-walled insulating units of glass
7009,"Glass mirrors; whether or not framed, including rear-view mirrors"
700910,Glass; rear-view mirrors for vehicles
700991,"Glass mirrors; unframed, excluding rear-view mirrors for vehicles"
700992,"Glass mirrors; framed, excluding rear-view mirrors for vehicles"
7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass"
701010,"Glass; ampoules, of a kind used for the conveyance or packing of goods"
701020,"Glass; stoppers, lids and other closures"
701090,"Glass; carboys, bottles, flasks, jars, pots, phials and other containers of glass, (not ampoules), used for the conveyance or packing of goods"
7011,"Glass envelopes (including bulbs and tubes), open and glass parts thereof, without fittings, for electric lamps, cathode-ray tubes or the like"
701110,"Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, for electric lighting"
701120,"Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, for cathode-ray tubes"
701190,"Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, other than for electric lighting and cathode-ray tubes"
7013,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than of heading no. 7010 or 7018)"
701310,"Glassware; of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than of heading no. 7010 or 7018), of glass-ceramics"
701322,"Stemware drinking glasses, of lead crystal"
701328,"Stemware drinking glasses, other than of lead crystal or glass-ceramics"
701333,"Glassware; drinking glasses (not stemware), of lead crystal"
701337,"Glassware; drinking glasses (not stemware), other than of lead crystal or glass-ceramics"
701341,"Glassware of a kind used for table or kitchen purposes (not drinking glasses), of lead crystal"
701342,"Glassware of a kind used for table or kitchen purposes (not drinking glasses), of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6), (or 0.000005) per Kelvin within a temperature range of 0-300 degrees C"
701349,"Glassware of a kind used for table or kitchen purposes (not drinking glasses or of glass-ceramics), of glass n.e.c. in item no. 7013.4"
701391,"Glassware; n.e.c. in heading no. 7013, of lead crystal"
701399,"Glassware; n.e.c. in heading no. 7013, other than of lead crystal"
7014,"Signalling glassware and optical elements of glass (other than those of heading no. 7015), not optically worked"
701400,"Glassware; signalling, (not optically worked)"
7015,"Clock, watch and similar glasses, glasses for non-corrective or corrective spectacles, curved, bent, hallowed etc, not optically worked; hollow glass spheres and their segments for manufacture"
701510,"Glasses for corrective spectacles; curved, bent, hollowed or the like, not optically worked"
701590,"Glasses; clock or watch and similar, glasses for non-corrective spectacles, curved, bent, hollowed etc, (not optically worked), hollow glass spheres and segments, for the manufacture of such glasses"
7016,"Glass; paving blocks, slabs, bricks, tiles etc, of pressed, moulded glass, whether or not wired, glass smallwares for decorative purposes leaded lights and the like; multicellular or foam glass"
701610,"Glass cubes and other glass smallwares; whether or not on a backing, for mosaics or similar decorative purposes"
